column_name,column_type,dataset_count,example_datasets,definition,data_steward,status
GUID,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
NOTIFICATIONTIMESTAMP,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
NOTIFICATIONTYPE,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
RESOLVEDSITEID,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
TERMINALID,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
DEPLOYREQUESTID,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Deployment request identifier,,inferred
ADDITIONAL_INFORMATION,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Supplementary information from the ICS notification or system event,,inferred
INSERT_TIME_GILBARCO_ICS_NOTIFICATIONS,DATETIME,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Timestamp when the Gilbarco ICS notification was inserted,,inferred
ID_REF_IN_PLAYLIST_UPDATES,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Reference ID linking to the playlist update record,,inferred
TENANTID,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
SITEHASPROGRAMMATICSLOTS,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
NETWORKRESPONSE,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,,,pending-dataset-specific
PLAYLISTUPDATETIME,STRING,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Timestamp when the playlist was last updated,,inferred
INSERT_TIME_PLAYLIST_UPDATES,DATETIME,2,Gilbarco ICS Notifications With Playlist Updates | Gilbarco ICS Notifications with Site Data,Date of the ad play event,,draft
Status End Date,DATETIME,2,Gilbarco ICS Notifications with Site Data | Sites with Status - Base Data Set,Date when current status ended,,confluence
Validation Status,STRING,2,Gilbarco ICS Site Lists - 486 Bucket | ICS Sites Completed By GVR,Current status of Validation,,draft
Invoice,STRING,2,Gilbarco ICS Site Lists - 486 Bucket | Gilbarco ICS Site Lists - Paid Pending Validation,Invoice reference number or identifier,,manual
Invoice Date,DATE,2,Gilbarco ICS Site Lists - 486 Bucket | Gilbarco ICS Site Lists - Paid Pending Validation,Date the invoice was generated or issued,,draft
Media Status,STRING,2,Gilbarco IS360 Daily Error Report  | InSite 360 Data for ICS Sites,Current status of Media,,draft
Card Title,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,[Domo] Display title of the Domo card/visualization,,draft
Beast Mode ID,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,Unique identifier for Beast Mode,,draft
Beast Mode Name,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,Display name of the Beast Mode,,draft
Beast Mode Formula,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,SQL formula/expression for the Domo beast mode calculation,,draft
Beast Mode Status,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,Current status of Beast Mode,,draft
Beast Mode Saved to Dataset,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,Dataset where the beast mode is saved (vs. card-level only),,draft
Beast Mode Applied to Summary Number,STRING,2,Governance - Beast Modes | Master_Domo_Governance_Dataset_INT,Whether the beast mode calculation is applied to the card's summary number,,draft
Card Type,STRING,2,Governance - Cards | Master_Domo_Governance_Dataset_INT,Classification or category type for Card,,draft
Page,STRING,2,Governance - Cards | Master_Domo_Governance_Dataset_INT,[Domo] Domo page where the card is displayed,,draft
Last Modified Date/Time,DATETIME,2,Governance - Cards | Master_Domo_Governance_Dataset_INT,Date/time when the last /time record was last updated,,draft
Locked,STRING,2,Governance - Cards | Master_Domo_Governance_Dataset_INT,Whether the card or object is locked from editing,,draft
Last Modified Date/time,DATETIME,2,Governance - Dataflow Details | Governance - Dataflows,Date/time when the last /time record was last updated,,draft
Execute on Update,STRING,2,Governance - Dataflow Details | Master_Domo_Governance_Dataset_INT,Whether the dataflow is configured to auto-execute when input datasets update,,draft
Column Count,DOUBLE,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,[Domo] Number of columns in the Domo dataset,,draft
Dataset Created Date/Time,DATETIME,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,Date/time when the dataset /time record was originally created,,draft
DataSet Last Touched Date/Time,DATETIME,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,[Domo] Date when the Domo dataset was last updated,,draft
DataSet Last Updated Date/Time,DATETIME,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,Date/time when the dataset last /time record was last updated,,draft
Report Last Run,DATETIME,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,Timestamp of the most recent dataset update/execution,,draft
Card Count,STRING,2,Governance - Datasets | Master_Domo_Governance_Dataset_INT,[Domo] Number of Domo cards/visualizations associated with the dataset,,draft
Number of Cards on Page,DOUBLE,2,Governance - Pages | Master_Domo_Governance_Dataset_INT,[Domo] Count of cards displayed on the Domo page,,draft
Parent Page ID,STRING,2,Governance - Pages | Master_Domo_Governance_Dataset_INT,[Domo] Unique identifier for Parent Page,,draft
Parent Page Title,STRING,2,Governance - Pages | Master_Domo_Governance_Dataset_INT,[Domo] Title of the parent page in the Domo page hierarchy,,draft
Number of Child Pages,DOUBLE,2,Governance - Pages | Master_Domo_Governance_Dataset_INT,[Domo] Count of sub-pages under this Domo page,,draft
ID - Group 1,STRING,2,Group 1 List of Sites.xlsx | Site Status History per Day - Base Data Set - Filterable,Identifier from the Group 1 system or source,,draft
Event_Time,DATE,2,GSTV Domo User Metrics - Page and Card Views | GSTV Domo User Metrics - Page and Card Views,Timestamp of the activity log event,,draft
EventYear,LONG,2,GSTV Domo User Metrics - Page and Card Views | GSTV Domo User Metrics - Page and Card Views,Year the event occurred,,inferred
DFS Category,STRING,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,DFS Category classification or category,,inferred
Raw Average Monthly Revenue,DOUBLE,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,Revenue from Raw Average Monthly,,inferred
Raw DMA Average Monthly Revenue per Site,DOUBLE,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,Unprocessed/raw DMA average monthly revenue per site,,inferred
Raw DMA Average Monthly Revenue per Site Minus Speedway,DOUBLE,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,Unprocessed/raw DMA average monthly revenue per site minus speedway,,inferred
DMA Average Monthly Revenue per Site,DOUBLE,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,DMA-level average monthly revenue per site,,inferred
DMA Average Monthly Revenue per Site Minus Speedway,DOUBLE,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,DMA-level average monthly revenue per site minus speedway,,inferred
Primary ASO,STRING,2,GSTV Report - Project Carter DXP Conversion Master | OWL Sites 061125.xlsx,[Glossary: Sites & Locations] Authorized Service Organization/Company — technicians who install and service fuel dispensers and...,,pending-dataset-specific
ASO Additional Info,STRING,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,Additional information for the Authorized Service Organization,,inferred
GSTV Confirmed Responsible,STRING,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,,,pending-dataset-specific
Total Sites Remaining,LONG,2,GSTV Report - Project Carter DXP Conversion Master | NOC Report - DXP Conversion Tracker Data,Total sites remaining,,inferred
Venue Lead ID,STRING,2,GTVID Creation - Venue Lead DMA Lookup - DFx Output | PROD - GTVID Creation - Salesforce Writeback - Input,Unique identifier for Venue Lead,,draft
DMA Record ID,STRING,2,GTVID Creation - Venue Lead DMA Lookup - DFx Output | PROD - GTVID Creation - Salesforce Writeback - Input,Unique identifier for DMA Record,,draft
SUM(PLAYS),LONG,2,GVR Sites Only Playing Default | NOC POP,,,pending-dataset-specific
ID - TDLinx,LONG,2,GVR SitesDown Jan4-Jan6 2024 | Market Plan - Site List,Nielsen TDLinx location identifier for the convenience store/fuel retail location,,confluence
GSTV Fixed Fee $,LONG,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] GSTV Fixed Fee $ (GSTV_Fixed_Fee_Amount__c),Salesforce,salesforce
GSTV Fixed Fee %,STRING,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,Percentage value for GSTV Fixed Fee,,draft
Retailer Fixed Fee $,LONG,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] Retailer Fixed Fee $ (Retailer_Fixed_Fee_Amount__c),Salesforce,salesforce
Retailer Fixed Fee %,STRING,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,Percentage value for Retailer Fixed Fee,,draft
Site Phone,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] Site Phone (Site_Phone__c),Salesforce,salesforce
DMA.DMA Code,LONG,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,Nielsen Designated Market Area (DMA) numeric code,,inferred
Census Tract,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,U.S. Census Bureau tract identifier for the site's location,,confluence
County FIPS Code,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] County FIPS Code (County_FIPS_Code__c),Salesforce,salesforce
Raw FIPS,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] Raw FIPS (Raw_FIPS__c),Salesforce,salesforce
State FIPS Code,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,[SF: Site__c] State FIPS Code (State_FIPS_Code__c),Salesforce,salesforce
CUSTOMER_BATCH_ID_,LONG,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,Batch processing identifier,,inferred
CUSTOMER_BATCH_LAST_RUN_,DATETIME,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,Timestamp of the last batch processing run,,inferred
dist_to_kroger_mi,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,,,pending-dataset-specific
dist_to_walmart_mi,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,,,pending-dataset-specific
dist_to_target_mi,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,,,pending-dataset-specific
dist_to_mcd_mi,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,,,pending-dataset-specific
days_since_activation,DOUBLE,2,hackathon_cleaned_sites.csv | hackathon_sites_rev_merge,,,pending-dataset-specific
Days In Active Status,LONG,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,Current status of Days In Active,,draft
Days In Temporarily Deactivated Status,LONG,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,Current status of Days In Temporarily Deactivated,,draft
Days In Other Statuses,LONG,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,Number of days in Other Statuses,,inferred
Days Not Reporting Transactions,LONG,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,Number of days not reporting Transactions,,inferred
Days In Preinstallation Statuses,LONG,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,Number of days in Preinstallation Statuses,,inferred
Uptime Ratio,DOUBLE,2,hackathon_sites_rev_merge | TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,,,pending-dataset-specific
SSP_FEE,DOUBLE,2,Hivestack Revenue Previous Month | PROD - Programmatic - Hivestack - Revenue - Daily by Site,Supply-side platform fee charged on the programmatic transaction,,manual
Status Date,DATETIME,2,Holiday Stations Status Report | Sites - All Fields - Salesforce Full Sandbox,Date of the last status change,,draft
Bucketing,STRING,2,ICS Revenue Analysis - Prior Month - By Grouping | ICS Revenue Analysis - Prior Month - By Site,Bucketing classification or value,,inferred
Base (ID - Gbase),STRING,2,ICS/Non-ICS Sites | Speedway/Non-Speedway Sites,(ID - GBase) for the base (current) period,,inferred
DOW_NUM,LONG,2,Impression Analysis - Sample Site SARIMA  | View of Impression Analysis - Sample Site SARIMA ,Day of the week number,,inferred
DOW_NAME,STRING,2,Impression Analysis - Sample Site SARIMA  | View of Impression Analysis - Sample Site SARIMA ,"Day of the week name (e.g., Monday, Tuesday)",,inferred
HOUR,STRING,2,Impression Analysis - Sample Site SARIMA  | View of Impression Analysis - Sample Site SARIMA ,Hour of the day (0-23),,draft
TRANSACTIONS,LONG,2,Impression Analysis - Sample Site SARIMA  | View of Impression Analysis - Sample Site SARIMA ,Number of fuel transactions at the site,,draft
ioNumber,DOUBLE,2,IO - Troubleshoot - V3 | Revenue Share - IO for Traffic Instructions,[SF: Opportunity] APEX auto-numbering for the next sequential number available,Salesforce,salesforce
dmaId,STRING,2,IO List v3 | View of IO List v3,DMA identifier,,manual
Activated Year,LONG,2,IOTV Next Visit Sites 2023 Part 2 | IOTV Temp Activated 2023 Part 2,Year the site was activated,,inferred
OID_2,STRING,2,IOTV Next Visit Sites 2023 Part 2 | IOTV Temp Activated 2023 Part 2,,,pending-dataset-specific
Task ,STRING,2,IOTV Next Visit Sites 2023 Part 2 | IOTV Temp Activated 2023 Part 2,,,pending-dataset-specific
Working on by,STRING,2,IOTV Next Visit Sites 2023 Part 2 | IOTV Temp Activated 2023 Part 2,,,pending-dataset-specific
Status after tech visit,STRING,2,IOTV Next Visit Sites 2023 Part 2 | IOTV Temp Activated 2023 Part 2,,,pending-dataset-specific
Has POP,STRING,2,IOTV on DX Promote Sites with No POP 2 Days Ago | NOC Report - NVI History,Whether POP applies to this record,,draft
Record #,LONG,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,,,pending-dataset-specific
Customer Name,STRING,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,Display name of the Customer,,draft
Customer #,LONG,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,Customer reference number,,inferred
Oracle Site #,LONG,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,Oracle system site number,,inferred
Installation Date,DATE,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,Date of hardware installation at the site,,draft
Installation Method,STRING,2,IOTV1 - Equipment and Operating Fees - Site List | IOTV1 Equipment and Operating Fees,,,pending-dataset-specific
